JSC Vector-19;20300
JSC Vector-23;42600
JSC Vector-23;33900
JSC Vector-7;123400
JSC Vector-10;83500
JSC Vector-27;116100
JSC Vector-14;77800
JSC Vector-19;105600
JSC Vector-15;75500
JSC Vector-30;117200
JSC Vector-21;68500
JSC Vector-30;68800
JSC Vector-28;133500
JSC Vector-22;71900
JSC Vector-13;42500
JSC Vector-29;96900
JSC Vector-19;42400
JSC Vector-27;112300
JSC Vector-28;77300
JSC Vector-17;70700
JSC Vector-28;74100
JSC Vector-17;110900
JSC Vector-1;45300
JSC Vector-28;27800
JSC Vector-24;62300
JSC Vector-4;21200
JSC Vector-23;114300
JSC Vector-21;114000
JSC Vector-23;38800
JSC Vector-26;37300
JSC Vector-16;53700
JSC Vector-2;68200
JSC Vector-17;109500
JSC Vector-5;41200
JSC Vector-20;117000
JSC Vector-17;70000
JSC Vector-29;137800
JSC Vector-18;38700
JSC Vector-19;49100
JSC Vector-24;129600
JSC Vector-12;43500
JSC Vector-5;143400
JSC Vector-22;59300
JSC Vector-4;150000
JSC Vector-1;69200
JSC Vector-25;100000
JSC Vector-27;87000
JSC Vector-3;46700
JSC Vector-28;111600
JSC Vector-5;118800
JSC Vector-20;118300
JSC Vector-24;26100
JSC Vector-16;109100
JSC Vector-8;98700
JSC Vector-5;118200
JSC Vector-16;81200
JSC Vector-6;48700
JSC Vector-30;71100
JSC Vector-15;128200
JSC Vector-15;50300
JSC Vector-30;51000
JSC Vector-18;72800
JSC Vector-28;101500
JSC Vector-17;131700
JSC Vector-17;140900
JSC Vector-25;112400
JSC Vector-13;75700
JSC Vector-5;35600
JSC Vector-2;50000
JSC Vector-27;94100
JSC Vector-29;121000
JSC Vector-17;96500
JSC Vector-15;34200
JSC Vector-1;56400
JSC Vector-7;135000
JSC Vector-15;32400
JSC Vector-8;16000
JSC Vector-10;120900
JSC Vector-24;40100
JSC Vector-10;78200
JSC Vector-29;62100
JSC Vector-20;148100
JSC Vector-19;149500
JSC Vector-19;96400
JSC Vector-14;47000
JSC Vector-2;83100
JSC Vector-16;41400
JSC Vector-17;37500
JSC Vector-4;18100
JSC Vector-10;122400
JSC Vector-10;23700
JSC Vector-7;108800
JSC Vector-20;96200
JSC Vector-23;130100
JSC Vector-30;14500
JSC Vector-11;76100
JSC Vector-23;41100
JSC Vector-27;114500
JSC Vector-4;57400
JSC Vector-27;138900
JSC Vector-19;112400
JSC Vector-11;22700
JSC Vector-8;22900
JSC Vector-9;72900
JSC Vector-27;115400
JSC Vector-28;35600
JSC Vector-6;25000
JSC Vector-5;26700
JSC Vector-13;117800
JSC Vector-25;39100
JSC Vector-12;134100
JSC Vector-6;81600
JSC Vector-12;113700
JSC Vector-2;84100
JSC Vector-22;123600
JSC Vector-28;73300
JSC Vector-1;91300
JSC Vector-15;69900
JSC Vector-25;15100
JSC Vector-16;44800
JSC Vector-17;96800
JSC Vector-19;10400
JSC Vector-22;59300
JSC Vector-23;95300
JSC Vector-20;116000
JSC Vector-8;116000
JSC Vector-13;58300
JSC Vector-9;52200
JSC Vector-11;12900
JSC Vector-27;103200
JSC Vector-1;139000
JSC Vector-18;106900
JSC Vector-17;73600
JSC Vector-22;43600
JSC Vector-30;25000
JSC Vector-25;130400
JSC Vector-6;107000
JSC Vector-26;12500
JSC Vector-26;43000
JSC Vector-8;118300
JSC Vector-8;49500
JSC Vector-11;34100
JSC Vector-4;22800
JSC Vector-24;145100
JSC Vector-28;75900
JSC Vector-7;117600
JSC Vector-2;77200
JSC Vector-17;141300
JSC Vector-6;111000
JSC Vector-10;30900
JSC Vector-15;95700
JSC Vector-19;30100
JSC Vector-15;33000
JSC Vector-5;53100
JSC Vector-22;25400
JSC Vector-13;60400
JSC Vector-19;92500
JSC Vector-6;120400
JSC Vector-18;127600
JSC Vector-13;127400
JSC Vector-24;80500
JSC Vector-24;143500
JSC Vector-17;63300
JSC Vector-25;14900
JSC Vector-4;43400
JSC Vector-1;64400
JSC Vector-2;24100
JSC Vector-26;49100
JSC Vector-17;42500
JSC Vector-21;64100
JSC Vector-30;35000
JSC Vector-14;112400
JSC Vector-20;37600
JSC Vector-5;83200
JSC Vector-7;55600
JSC Vector-28;43300
JSC Vector-11;58500
JSC Vector-14;65100
JSC Vector-21;69000
JSC Vector-30;134100
JSC Vector-8;95500
JSC Vector-19;99200
JSC Vector-11;61300
JSC Vector-12;22400
JSC Vector-30;143200
JSC Vector-13;24800
JSC Vector-8;54500
JSC Vector-15;33100
JSC Vector-20;10600
JSC Vector-18;87700
JSC Vector-19;136000
JSC Vector-30;119500
JSC Vector-28;11700
JSC Vector-30;127600
JSC Vector-12;51200
JSC Vector-27;103700
JSC Vector-25;80700
JSC Vector-9;49900
JSC Vector-24;84600
JSC Vector-28;142700
JSC Vector-25;79500
JSC Vector-26;82700
JSC Vector-7;130700
JSC Vector-20;82600
JSC Vector-6;63300
JSC Vector-25;28800
JSC Vector-23;49200
JSC Vector-29;35000
JSC Vector-12;32300
JSC Vector-27;142100
JSC Vector-16;80200
JSC Vector-2;138600
JSC Vector-10;24300
JSC Vector-27;127800
JSC Vector-6;109900
JSC Vector-23;26900
JSC Vector-13;113300
JSC Vector-3;26100
JSC Vector-18;135400
JSC Vector-30;140300
JSC Vector-29;67300
JSC Vector-27;49300
JSC Vector-8;63900
JSC Vector-10;96100
JSC Vector-21;121500
JSC Vector-15;84600
JSC Vector-3;44100
JSC Vector-28;80800
JSC Vector-9;77800
JSC Vector-26;112500
JSC Vector-14;11500
JSC Vector-16;91700
JSC Vector-17;59800
JSC Vector-6;133800
JSC Vector-20;114100
JSC Vector-2;148600
JSC Vector-5;38700
JSC Vector-1;28100
JSC Vector-2;24000
JSC Vector-3;29000
JSC Vector-19;57700
JSC Vector-9;16800
JSC Vector-8;54500
JSC Vector-24;61300
JSC Vector-16;135500
JSC Vector-30;52800
JSC Vector-16;57100
JSC Vector-29;80400
JSC Vector-8;10100
JSC Vector-20;43900
JSC Vector-24;98300
JSC Vector-20;115600
JSC Vector-23;127700
JSC Vector-29;140500
JSC Vector-4;25100
JSC Vector-14;83000
JSC Vector-14;108600
JSC Vector-1;144300
JSC Vector-29;62200
JSC Vector-2;142600
JSC Vector-17;14500
JSC Vector-27;68500
JSC Vector-16;33900
JSC Vector-7;113400
JSC Vector-5;102600
JSC Vector-25;25400
JSC Vector-18;145900
JSC Vector-22;23500
JSC Vector-11;72900
JSC Vector-26;49800
JSC Vector-16;117900
JSC Vector-25;129900
JSC Vector-6;25200
JSC Vector-23;54700
JSC Vector-24;75500
JSC Vector-6;56900
JSC Vector-29;78400
JSC Vector-8;113400
JSC Vector-7;75600
JSC Vector-16;10900
JSC Vector-29;23000
JSC Vector-19;148800
JSC Vector-22;109500
JSC Vector-20;33600
JSC Vector-28;87500
JSC Vector-24;79000
JSC Vector-11;143000
JSC Vector-20;80000
JSC Vector-19;43500
JSC Vector-28;146200
JSC Vector-24;96300
JSC Vector-24;67100
JSC Vector-23;123400
JSC Vector-4;146100
JSC Vector-16;58900
JSC Vector-15;109700
JSC Vector-5;88300
JSC Vector-25;121200
JSC Vector-22;58600
JSC Vector-6;113200
JSC Vector-29;78700
JSC Vector-21;51000
JSC Vector-11;85600
JSC Vector-16;116700
JSC Vector-21;65800
JSC Vector-1;115000
JSC Vector-11;119200
JSC Vector-18;70300
JSC Vector-30;26300
JSC Vector-14;150000
JSC Vector-5;106800
JSC Vector-12;111000
JSC Vector-30;13100
JSC Vector-6;65100
JSC Vector-23;74200
JSC Vector-11;123400
JSC Vector-7;104700
JSC Vector-10;126800
JSC Vector-5;138500
JSC Vector-30;117100
JSC Vector-9;48600
JSC Vector-20;44500
JSC Vector-4;63600
JSC Vector-5;41300
JSC Vector-18;94700
JSC Vector-12;98600
JSC Vector-24;18200
JSC Vector-30;138600
JSC Vector-16;79500
JSC Vector-29;124000
JSC Vector-5;126100
JSC Vector-12;79400
JSC Vector-23;16900
JSC Vector-13;83500
JSC Vector-7;70900
JSC Vector-22;88100
JSC Vector-27;26800
JSC Vector-13;133200
JSC Vector-29;111800
JSC Vector-26;104800
JSC Vector-26;116700
JSC Vector-28;54900
JSC Vector-3;54500
JSC Vector-10;70300
JSC Vector-2;132800
JSC Vector-13;80400
JSC Vector-9;43800
JSC Vector-22;82300
JSC Vector-4;63900
JSC Vector-9;35000
JSC Vector-16;59400
JSC Vector-25;148400
JSC Vector-13;34300
JSC Vector-12;86500
JSC Vector-28;68000
JSC Vector-16;69300
JSC Vector-29;34000
JSC Vector-21;146800
JSC Vector-18;149100
JSC Vector-21;41000
JSC Vector-9;59900
JSC Vector-21;14200
JSC Vector-22;35400
JSC Vector-9;110200
JSC Vector-8;147200
JSC Vector-2;50400
JSC Vector-16;14500
JSC Vector-18;70300
JSC Vector-16;136700
JSC Vector-25;39200
JSC Vector-19;115800
JSC Vector-26;128300
JSC Vector-20;115200
JSC Vector-16;39400
JSC Vector-30;111900
JSC Vector-22;88300
JSC Vector-5;107500
JSC Vector-14;128600
JSC Vector-3;133300
JSC Vector-8;56300
JSC Vector-11;124800
JSC Vector-12;46600
JSC Vector-28;57700
JSC Vector-4;13000
JSC Vector-16;45000
JSC Vector-7;42600
JSC Vector-11;110500
JSC Vector-7;40800
JSC Vector-8;134600
JSC Vector-15;126200
JSC Vector-19;28900
JSC Vector-19;46700
JSC Vector-18;121100
JSC Vector-4;108200
JSC Vector-17;17700
JSC Vector-28;106100
JSC Vector-30;35100
JSC Vector-24;137300
JSC Vector-9;14700
JSC Vector-2;54900
JSC Vector-12;149100
JSC Vector-28;59000
JSC Vector-13;105000
JSC Vector-16;81400
JSC Vector-14;65200
JSC Vector-2;21500
JSC Vector-22;80800
JSC Vector-13;78100
JSC Vector-8;74200
JSC Vector-25;133600
JSC Vector-16;74100
JSC Vector-20;49700
JSC Vector-30;79000
JSC Vector-20;115100
JSC Vector-25;20500
JSC Vector-7;64600
JSC Vector-7;51500
JSC Vector-12;37900
JSC Vector-7;129900
JSC Vector-3;102600
JSC Vector-17;93600
JSC Vector-9;18100
JSC Vector-14;10500
JSC Vector-2;132100
JSC Vector-11;111500
JSC Vector-23;51400
JSC Vector-10;25900
JSC Vector-8;122100
JSC Vector-10;15400
JSC Vector-15;112800
JSC Vector-23;135900
JSC Vector-5;57300
JSC Vector-20;98200
JSC Vector-12;60300
JSC Vector-16;74400
JSC Vector-22;103300
JSC Vector-18;143800
JSC Vector-1;13500
JSC Vector-28;44700
JSC Vector-15;110700
JSC Vector-5;15500
JSC Vector-5;122100
JSC Vector-27;149900
JSC Vector-8;53800
JSC Vector-4;27900
JSC Vector-23;28800
JSC Vector-2;134100
JSC Vector-12;147300
JSC Vector-24;81900
JSC Vector-19;86600
JSC Vector-16;105700
JSC Vector-6;26000
JSC Vector-2;105700
JSC Vector-10;78800
JSC Vector-24;136700
JSC Vector-30;83200
JSC Vector-29;126600
JSC Vector-8;130600
JSC Vector-19;139000
JSC Vector-8;51000
JSC Vector-17;115500
JSC Vector-14;108400
JSC Vector-23;113500
JSC Vector-17;58900
JSC Vector-26;104500
JSC Vector-24;44000
JSC Vector-5;33800
JSC Vector-17;26400
JSC Vector-29;108600
JSC Vector-27;140300
JSC Vector-22;134100
JSC Vector-13;22300
JSC Vector-18;130800
JSC Vector-5;92600
JSC Vector-14;37100
JSC Vector-18;29700
JSC Vector-5;64700
JSC Vector-17;34300
JSC Vector-9;41400
JSC Vector-11;118100
JSC Vector-19;74100
JSC Vector-23;147900
JSC Vector-11;127800
JSC Vector-25;38800
JSC Vector-21;135600
JSC Vector-28;110800
JSC Vector-21;77900
JSC Vector-28;45300
JSC Vector-13;126700
JSC Vector-3;17700
JSC Vector-16;18600
JSC Vector-20;102200
JSC Vector-10;38100
JSC Vector-1;135600
JSC Vector-30;52700
JSC Vector-3;24800
JSC Vector-19;18700
JSC Vector-27;96100
JSC Vector-17;25000
JSC Vector-25;119400
JSC Vector-20;109700
JSC Vector-3;90300
JSC Vector-22;134000
JSC Vector-2;41000
JSC Vector-12;67400
JSC Vector-8;52000
JSC Vector-14;39400
JSC Vector-4;106700
JSC Vector-27;14500
JSC Vector-6;92100
JSC Vector-3;87100
JSC Vector-15;90500
JSC Vector-16;145900
JSC Vector-21;134100
JSC Vector-6;19100
JSC Vector-1;136100
JSC Vector-5;107700
JSC Vector-19;62000
JSC Vector-10;48300
JSC Vector-29;15900
JSC Vector-6;31700
JSC Vector-14;89900
JSC Vector-20;140100
JSC Vector-12;110400
JSC Vector-21;58500
JSC Vector-28;59400
JSC Vector-22;53400
JSC Vector-23;80800
JSC Vector-16;76800
JSC Vector-12;140600
JSC Vector-26;66800
JSC Vector-25;127500
JSC Vector-4;138500
JSC Vector-11;93200
JSC Vector-13;61000
JSC Vector-29;18600
JSC Vector-7;58300
JSC Vector-16;21900
JSC Vector-15;46600
JSC Vector-6;11700
JSC Vector-17;116800
JSC Vector-18;101300
JSC Vector-19;83500
JSC Vector-26;92500
JSC Vector-17;95800
JSC Vector-5;68800
JSC Vector-17;111300
JSC Vector-3;147100
JSC Vector-6;100200
JSC Vector-10;136400
JSC Vector-26;59900
JSC Vector-11;53200
JSC Vector-29;40500
JSC Vector-21;98900
JSC Vector-5;76600
JSC Vector-17;126700
JSC Vector-16;126900
JSC Vector-18;148900
JSC Vector-24;99500
JSC Vector-21;75400
JSC Vector-2;92500
JSC Vector-12;35400
JSC Vector-30;81500
JSC Vector-25;115200
JSC Vector-4;80300
JSC Vector-3;103600
JSC Vector-17;41800
JSC Vector-14;140000
JSC Vector-8;105300
JSC Vector-4;83600
JSC Vector-25;65500
JSC Vector-26;105600
JSC Vector-29;42800
JSC Vector-28;73700
JSC Vector-28;121400
JSC Vector-19;10700
JSC Vector-1;104000
JSC Vector-7;132700
JSC Vector-14;22100
JSC Vector-22;141600
JSC Vector-2;23900
JSC Vector-15;137300
JSC Vector-21;63500
JSC Vector-21;41500
JSC Vector-17;62500
JSC Vector-20;15900
JSC Vector-24;22300
JSC Vector-9;43400
JSC Vector-19;16800
JSC Vector-16;106500
JSC Vector-20;122900
JSC Vector-13;132900
JSC Vector-15;23800
JSC Vector-21;144200
JSC Vector-5;95000
JSC Vector-25;15500
JSC Vector-7;71200
JSC Vector-6;141800
JSC Vector-25;71500
JSC Vector-30;118200
JSC Vector-18;23400
JSC Vector-14;122200
JSC Vector-17;57200
JSC Vector-8;51200
JSC Vector-18;39200
JSC Vector-24;39500
JSC Vector-16;58900
JSC Vector-16;58800
JSC Vector-3;24300
JSC Vector-13;24000
JSC Vector-28;68500
JSC Vector-13;132500
JSC Vector-25;139500
JSC Vector-24;139900
JSC Vector-26;59800
JSC Vector-20;134500
JSC Vector-15;143300
JSC Vector-2;43700
JSC Vector-5;107600
JSC Vector-23;94000
JSC Vector-5;84400
JSC Vector-9;103900
JSC Vector-26;20300
JSC Vector-20;37000
JSC Vector-12;137200
JSC Vector-5;117600
JSC Vector-20;72900
JSC Vector-27;94400
JSC Vector-18;38700
JSC Vector-16;21900
JSC Vector-25;136200
JSC Vector-12;82300
JSC Vector-8;24900
JSC Vector-14;84500
JSC Vector-21;23500
JSC Vector-10;107700
JSC Vector-26;57300
JSC Vector-6;20300
JSC Vector-19;94100
JSC Vector-11;74300
JSC Vector-16;53300
JSC Vector-30;24200
JSC Vector-26;94500
JSC Vector-10;26200
JSC Vector-24;125200
JSC Vector-13;147300
JSC Vector-26;18500
JSC Vector-28;12400
JSC Vector-16;91400
JSC Vector-15;21500
JSC Vector-15;58500
JSC Vector-9;43100
JSC Vector-12;80300
JSC Vector-21;30800
JSC Vector-12;33800
JSC Vector-30;147300
JSC Vector-7;13600
JSC Vector-21;140800
JSC Vector-20;140600
JSC Vector-28;12400
JSC Vector-19;22900
JSC Vector-15;15800
JSC Vector-2;114600
JSC Vector-8;138100
JSC Vector-12;116000
JSC Vector-14;144200
JSC Vector-11;125800
JSC Vector-27;87900
JSC Vector-5;48600
JSC Vector-21;11200
JSC Vector-12;38800
JSC Vector-8;25500
JSC Vector-26;144700
JSC Vector-21;133200
JSC Vector-9;95600
JSC Vector-19;106900
JSC Vector-14;39600
JSC Vector-9;102000
JSC Vector-26;39400
JSC Vector-21;65500
JSC Vector-29;85400
JSC Vector-15;115500
JSC Vector-12;53100
JSC Vector-10;139800
JSC Vector-25;90200
JSC Vector-14;78400
JSC Vector-15;150000
JSC Vector-8;46800
JSC Vector-25;16700
JSC Vector-26;55400
JSC Vector-18;88100
JSC Vector-11;64200
JSC Vector-13;119500
JSC Vector-19;19300
JSC Vector-15;132700
JSC Vector-24;27400
JSC Vector-27;29200
JSC Vector-24;133600
JSC Vector-22;135100
JSC Vector-23;89100
JSC Vector-15;51100
JSC Vector-13;58800
JSC Vector-10;144500
JSC Vector-17;127900
JSC Vector-15;55000
JSC Vector-12;51600
JSC Vector-7;43200
JSC Vector-8;114400
JSC Vector-6;43600
JSC Vector-14;93800
JSC Vector-14;42500
JSC Vector-24;87600
JSC Vector-12;56800
JSC Vector-3;66500
JSC Vector-6;68400
JSC Vector-25;73900
JSC Vector-11;135900
JSC Vector-30;108700
JSC Vector-19;124600
JSC Vector-13;89700
JSC Vector-6;27100
JSC Vector-5;107700
JSC Vector-5;16300
JSC Vector-10;149300
JSC Vector-4;57000
JSC Vector-14;27300
JSC Vector-23;138800
JSC Vector-7;143700
JSC Vector-14;64100
JSC Vector-24;83200
JSC Vector-8;81000
JSC Vector-4;17400
JSC Vector-11;131600
JSC Vector-29;46400
JSC Vector-18;74400
JSC Vector-9;115100
JSC Vector-18;29900
JSC Vector-21;107000
JSC Vector-24;141800
JSC Vector-1;26500
JSC Vector-7;110800
JSC Vector-9;70400
JSC Vector-17;91100
JSC Vector-17;24600
JSC Vector-14;93300
JSC Vector-3;36900
JSC Vector-16;76200
JSC Vector-6;109100
JSC Vector-28;147500
JSC Vector-23;75900
JSC Vector-2;95700
JSC Vector-25;65000
JSC Vector-30;103400
JSC Vector-25;12100
JSC Vector-4;68800
JSC Vector-19;149700
JSC Vector-17;73400
JSC Vector-21;39000
JSC Vector-16;66300
JSC Vector-4;36900
JSC Vector-29;54300
JSC Vector-12;82000
JSC Vector-26;149000
JSC Vector-21;114600
JSC Vector-2;43500
JSC Vector-15;100200
JSC Vector-5;59500
JSC Vector-5;60900
JSC Vector-23;149600
JSC Vector-26;75200
JSC Vector-7;43900
JSC Vector-9;30900
JSC Vector-20;93100
JSC Vector-8;121000
JSC Vector-22;79000
JSC Vector-8;143100
JSC Vector-2;23100
JSC Vector-21;98800
JSC Vector-26;133000
JSC Vector-7;31600
JSC Vector-9;40700
JSC Vector-29;55800
JSC Vector-22;105300
JSC Vector-10;93100
JSC Vector-9;92900
JSC Vector-18;145900
JSC Vector-29;104200
JSC Vector-23;91900
JSC Vector-24;134600
JSC Vector-22;105800
JSC Vector-25;45700
JSC Vector-21;112800
JSC Vector-15;33500
JSC Vector-15;147300
JSC Vector-8;27200
JSC Vector-17;20200
JSC Vector-26;71800
JSC Vector-20;65800
JSC Vector-26;101200
JSC Vector-19;81700
JSC Vector-28;138100
JSC Vector-17;31300
JSC Vector-22;81400
JSC Vector-22;87200
JSC Vector-18;50600
JSC Vector-16;100800
JSC Vector-23;105800
JSC Vector-4;144500
JSC Vector-1;106600
JSC Vector-5;111500
JSC Vector-3;51200
JSC Vector-7;34100
JSC Vector-25;44700
JSC Vector-22;101700
JSC Vector-27;76200
JSC Vector-13;122300
JSC Vector-9;56900
JSC Vector-27;17100
JSC Vector-5;80400
JSC Vector-14;34800
JSC Vector-18;21600
JSC Vector-4;135300
JSC Vector-17;146900
JSC Vector-20;23600
JSC Vector-22;85100
JSC Vector-17;64500
JSC Vector-30;102000
JSC Vector-2;19900
JSC Vector-28;11600
JSC Vector-17;114700
JSC Vector-16;104300
JSC Vector-30;99600
JSC Vector-24;75500
JSC Vector-16;11600
JSC Vector-16;20800
JSC Vector-16;16800
JSC Vector-11;126600
JSC Vector-5;67100
JSC Vector-10;148800
JSC Vector-29;54900
JSC Vector-29;125000
JSC Vector-12;66000
JSC Vector-13;89100
JSC Vector-24;78500
JSC Vector-28;16000
JSC Vector-17;56600
JSC Vector-1;66400
JSC Vector-4;88100
JSC Vector-22;31500
JSC Vector-8;59400
JSC Vector-25;107200
JSC Vector-6;43600
JSC Vector-5;102100
JSC Vector-30;24500
JSC Vector-13;42800
JSC Vector-7;83400
JSC Vector-29;114300
JSC Vector-26;55400
JSC Vector-28;68800
JSC Vector-1;69000
JSC Vector-9;71200
JSC Vector-17;37500
JSC Vector-13;129600
JSC Vector-16;128400
JSC Vector-12;32700
JSC Vector-18;123000
JSC Vector-24;138500
JSC Vector-29;146200
JSC Vector-6;34200
JSC Vector-28;10000
JSC Vector-9;43600
JSC Vector-5;18500
JSC Vector-27;123100
JSC Vector-18;113900
JSC Vector-18;72400
JSC Vector-10;65400
JSC Vector-1;44600
JSC Vector-5;129000
JSC Vector-8;12400
JSC Vector-12;99900
JSC Vector-30;106300
JSC Vector-14;79000
JSC Vector-29;30100
JSC Vector-1;85800
JSC Vector-25;99900
JSC Vector-27;62900
JSC Vector-5;124400
JSC Vector-10;144100
JSC Vector-25;47600
JSC Vector-24;73400
JSC Vector-7;78500
JSC Vector-30;28900
JSC Vector-5;120000
JSC Vector-23;128100
JSC Vector-26;147900
JSC Vector-1;23700
JSC Vector-6;99800
JSC Vector-5;86300
JSC Vector-21;115300
JSC Vector-14;149700
JSC Vector-18;62600
JSC Vector-20;42400
JSC Vector-14;117600
JSC Vector-10;115700
JSC Vector-20;119000
JSC Vector-23;105900
JSC Vector-5;49500
JSC Vector-22;39200
JSC Vector-23;147200
JSC Vector-28;96500
JSC Vector-5;56300
JSC Vector-25;91300
JSC Vector-23;21800
JSC Vector-2;16600
JSC Vector-27;69400
JSC Vector-8;21200
JSC Vector-29;70800
JSC Vector-22;124200
JSC Vector-7;21900
JSC Vector-4;41600
JSC Vector-25;34600
JSC Vector-20;39000
JSC Vector-25;96900
JSC Vector-8;38500
JSC Vector-1;79400
JSC Vector-9;88900
JSC Vector-18;106200
JSC Vector-6;28000
JSC Vector-20;67000
JSC Vector-12;16500
JSC Vector-14;75700
JSC Vector-26;116800
JSC Vector-22;88700
JSC Vector-24;32400
JSC Vector-20;56500
JSC Vector-7;88000
JSC Vector-8;104400
JSC Vector-3;107300
